,edad,genero,ingresos,altura,ciudad,niv_edu,hijos
54337,88.0,M,34561.0,1.89,Phoenix,,5
54338,84.0,M,41964.0,1.78,Chicago,Bachelor,3
54339,3.0,F,74243.0,1.6,New York,PhD,1
54340,68.0,F,68958.0,1.68,Phoenix,Master,3
54341,47.0,M,53599.0,1.86,Phoenix,Master,2
54342,86.0,M,45043.0,1.54,Los Angeles,Bachelor,5
54343,45.0,M,54621.0,1.61,New York,,3
54344,,,,1.95,,Bachelors,4
54345,50.0,M,43209.0,1.84,Chicago,PhD,3
54346,1.0,F,65900.0,1.83,Los Angeles,,2
54347,54.0,M,82950.0,1.51,New York,PhD,0
54348,20.0,M,78730.0,1.64,New York,,0
54349,23.0,M,50955.0,1.51,Chicago,,1
54350,25.0,M,67654.0,1.58,Houston,Master,3
54351,2.0,F,34627.0,1.91,Houston,Master,4
54352,53.0,F,75815.0,1.93,Chicago,Master,5
54353,25.0,F,61673.0,1.5,Phoenix,PhD,0
54354,45.0,F,70073.0,1.83,Houston,Bachelor,5
54355,54.0,M,69737.0,1.8,Houston,Master,5
54356,61.0,F,71815.0,1.72,Phoenix,,3
54357,27.0,F,70380.0,1.7,Houston,Bachelor,1
54358,83.0,F,83573.0,1.6,Los Angeles,Master,5
54359,95.0,M,89514.0,1.89,Phoenix,Master,2
54360,46.0,F,59485.0,1.95,Chicago,PhD,4
54361,63.0,M,65159.0,1.77,Chicago,PhD,0
54362,59.0,M,40928.0,1.79,Chicago,,5
54363,48.0,M,52012.0,1.93,Chicago,,1
54364,51.0,F,38345.0,1.71,Phoenix,Bachelor,3
54365,80.0,M,49690.0,1.99,Los Angeles,,2
54366,94.0,M,76943.0,1.89,Chicago,PhD,5
54367,38.0,F,92198.0,1.51,New York,Master,1
54368,22.0,M,33043.0,1.96,Los Angeles,Master,4
54369,99.0,F,47903.0,1.63,Houston,PhD,2
54370,78.0,M,39419.0,1.64,Chicago,Master,3
54371,67.0,F,89244.0,1.56,Chicago,,0
54372,40.0,F,54841.0,1.57,Los Angeles,Bachelor,0
54373,9.0,F,27366.0,1.51,Chicago,Master,4
54374,,,,1.84,,mastre,3
54375,39.0,F,82386.0,1.69,Los Angeles,Master,1
54376,2.0,F,31195.0,1.69,Houston,PhD,1
54377,91.0,M,78900.0,1.74,Phoenix,Master,5
54378,5.0,M,27364.0,1.86,Los Angeles,Bachelor,1
54379,28.0,M,33395.0,1.97,Phoenix,Bachelor,2
54380,96.0,M,62787.0,1.55,Los Angeles,,5
54381,21.0,F,22362.0,1.77,Phoenix,Bachelor,5
54382,61.0,F,72372.0,1.63,Los Angeles,Master,3
54383,27.0,M,76364.0,1.96,Los Angeles,Master,4
54384,3.0,M,92272.0,1.92,Chicago,Bachelor,4
54385,28.0,F,43736.0,1.78,Chicago,,1
54386,97.0,M,55242.0,1.99,Los Angeles,,0
54387,17.0,M,88874.0,1.71,Houston,PhD,1
54388,40.0,F,27530.0,1.99,Chicago,Bachelor,3
54389,99.0,M,24330.0,1.97,Los Angeles,,0
54390,68.0,F,89943.0,1.99,Houston,Master,1
54391,23.0,M,61893.0,1.76,Phoenix,Bachelor,0
54392,91.0,F,21984.0,1.5,New York,PhD,1
54393,57.0,F,71324.0,1.66,Los Angeles,,3
54394,39.0,F,57449.0,1.93,New York,Bachelor,5
54395,57.0,,,1.78,,mastre,5
54396,49.0,M,25892.0,1.57,Phoenix,,5
54397,27.0,F,33608.0,1.84,New York,PhD,4
54398,,,65972.0,1.74,,mastre,3
54399,42.0,M,46255.0,1.57,Houston,Bachelor,1
54400,17.0,F,80820.0,1.93,New York,,3
54401,88.0,M,28293.0,1.69,Houston,PhD,4
54402,93.0,F,98181.0,1.63,Chicago,Master,3
54403,30.0,F,40534.0,1.82,Los Angeles,Master,4
54404,44.0,F,43863.0,1.68,New York,Master,3
54405,53.0,M,21117.0,1.73,Chicago,,4
54406,11.0,M,32506.0,1.75,Houston,Bachelor,5
54407,15.0,F,26068.0,1.76,Houston,,5
54408,57.0,,65972.0,1.83,,mastre,3
54409,66.0,M,27353.0,1.77,Chicago,,2
54410,89.0,F,72749.0,1.74,Phoenix,PhD,2
54411,97.0,M,38545.0,1.89,New York,Bachelor,3
54412,,,,1.67,,no education,1
54413,2.0,F,30730.0,1.63,Los Angeles,,4
54414,32.0,M,43351.0,1.82,Houston,,5
54415,70.0,F,61517.0,1.78,New York,,0
54416,1.0,F,44201.0,1.86,Los Angeles,Master,0
54417,88.0,F,74711.0,1.53,Phoenix,Bachelor,5
54418,55.0,M,85572.0,1.6,Phoenix,,1
54419,87.0,M,51399.0,1.98,Houston,Master,3
54420,91.0,M,33457.0,1.53,Phoenix,Bachelor,5
54421,93.0,F,63795.0,1.52,Chicago,,3
54422,75.0,M,55219.0,1.76,Phoenix,Bachelor,1
54423,43.0,F,27100.0,1.89,Houston,PhD,0
54424,65.0,F,67431.0,1.97,Los Angeles,Bachelor,5
54425,86.0,M,53384.0,1.9,Los Angeles,Master,2
54426,53.0,M,87592.0,1.79,Los Angeles,PhD,2
54427,18.0,M,87430.0,1.5,Houston,PhD,2
54428,85.0,M,87243.0,1.82,Chicago,Bachelor,5
54429,57.0,,,1.65,,Bachelors,1
54430,72.0,M,31735.0,1.61,New York,Master,0
54431,,,,1.63,,pHd,2
54432,57.0,,,1.7,,no education,4
54433,84.0,M,96759.0,1.65,Houston,Bachelor,5
54434,86.0,F,62872.0,1.98,Phoenix,,5
54435,9.0,F,53622.0,2.0,Phoenix,Master,5
54436,91.0,M,77228.0,1.95,New York,PhD,2
54437,14.0,F,79663.0,1.99,Houston,PhD,2
54438,13.0,M,36885.0,1.96,Chicago,,1
54439,84.0,M,45202.0,1.86,Los Angeles,PhD,0
54440,21.0,M,33196.0,1.75,New York,Master,3
54441,57.0,,65972.0,1.99,,mastre,4
54442,98.0,M,27807.0,1.63,Houston,Master,5
54443,11.0,F,52236.0,1.77,Chicago,PhD,2
54444,60.0,M,88992.0,1.95,Los Angeles,,3
54445,63.0,F,43843.0,1.79,Phoenix,PhD,5
54446,78.0,M,39413.0,1.59,Chicago,PhD,1
54447,57.0,,,1.81,,pHd,5
54448,27.0,F,85781.0,1.59,Chicago,Bachelor,4
54449,82.0,M,77823.0,1.55,Chicago,,1
54450,51.0,M,80599.0,1.95,Houston,,4
54451,55.0,F,83191.0,1.73,Houston,PhD,4
54452,50.0,M,47667.0,1.67,Chicago,Master,2
54453,51.0,M,30450.0,1.8,Phoenix,PhD,0
54454,30.0,F,66319.0,1.6,Chicago,Bachelor,3
54455,51.0,M,69199.0,1.51,Houston,Bachelor,4
54456,84.0,F,80201.0,1.62,Chicago,PhD,1
54457,93.0,M,42020.0,1.63,Houston,Bachelor,4
54458,79.0,F,27530.0,1.59,Phoenix,PhD,0
54459,57.0,,,1.95,,mastre,3
54460,62.0,F,88209.0,1.66,Phoenix,PhD,5
54461,23.0,M,41085.0,1.9,Los Angeles,,5
54462,65.0,F,86897.0,1.86,Houston,,2
54463,10.0,M,77992.0,1.61,Houston,,3
54464,84.0,F,24472.0,1.54,Los Angeles,Master,4
54465,32.0,F,22695.0,1.73,Houston,,4
54466,21.0,F,54792.0,1.94,Houston,Bachelor,4
54467,54.0,F,72847.0,1.62,Phoenix,,1
54468,42.0,F,27927.0,1.82,Chicago,Master,4
54469,75.0,M,52628.0,1.69,Houston,Bachelor,2
54470,66.0,F,67127.0,1.73,Chicago,Master,1
54471,36.0,F,34881.0,1.87,Los Angeles,,5
54472,44.0,F,52230.0,1.72,Phoenix,PhD,2
54473,,,,1.8,,pHd,4
54474,25.0,F,45787.0,1.8,Chicago,Master,5
54475,26.0,F,41321.0,1.83,Los Angeles,,4
54476,88.0,M,87854.0,1.86,Los Angeles,Master,0
54477,63.0,M,50551.0,1.52,New York,Master,0
54478,79.0,F,49071.0,1.59,Phoenix,Bachelor,2
54479,7.0,F,63693.0,1.69,New York,PhD,4
54480,92.0,M,69959.0,1.86,Chicago,Master,4
54481,23.0,M,94261.0,1.63,Phoenix,,0
54482,86.0,F,63774.0,1.95,Houston,Bachelor,3
54483,85.0,M,67669.0,1.57,Los Angeles,PhD,2
54484,77.0,F,99033.0,1.52,Los Angeles,PhD,2
54485,36.0,M,62126.0,1.65,Houston,Bachelor,3
54486,4.0,M,62504.0,1.98,Chicago,PhD,1
54487,29.0,M,92086.0,1.67,Phoenix,,2
54488,63.0,M,41916.0,1.83,Houston,,2
54489,47.0,F,28422.0,1.81,Houston,Bachelor,4
54490,28.0,F,71784.0,1.68,Chicago,,3
54491,45.0,M,82185.0,1.85,Los Angeles,,5
54492,82.0,M,60067.0,1.85,Chicago,Bachelor,3
54493,89.0,F,66870.0,1.71,Los Angeles,Bachelor,5
54494,26.0,F,50845.0,1.78,Los Angeles,Bachelor,5
54495,86.0,M,46720.0,1.69,Phoenix,,1
54496,57.0,,65972.0,1.59,,no education,5
54497,14.0,F,21889.0,1.76,Houston,PhD,4
54498,85.0,F,48240.0,1.59,Phoenix,,3
54499,26.0,F,95146.0,1.63,Phoenix,Master,0
54500,20.0,F,26573.0,1.55,Houston,Master,4
54501,91.0,F,78924.0,1.89,Phoenix,PhD,0
54502,33.0,F,99091.0,1.75,Phoenix,PhD,2
54503,95.0,F,70583.0,1.8,Phoenix,PhD,2
54504,44.0,F,63511.0,1.58,New York,Bachelor,3
54505,17.0,M,54498.0,1.62,Phoenix,,2
54506,89.0,F,93492.0,1.65,Houston,PhD,2
54507,58.0,M,91179.0,1.72,Phoenix,Bachelor,4
54508,89.0,F,21038.0,1.74,New York,Master,5
54509,43.0,M,74461.0,1.77,Houston,,5
54510,54.0,M,93918.0,1.69,Chicago,PhD,1
54511,58.0,F,27463.0,1.87,Houston,PhD,1
54512,13.0,M,88270.0,1.72,New York,Bachelor,0
54513,75.0,F,84364.0,1.63,Chicago,PhD,0
54514,81.0,M,91047.0,1.78,New York,Bachelor,0
54515,44.0,F,53856.0,1.72,Phoenix,PhD,2
54516,7.0,M,99275.0,1.7,Phoenix,Master,0
54517,94.0,F,93413.0,1.65,Houston,PhD,5
54518,32.0,F,74006.0,1.78,Chicago,,4
54519,7.0,M,39124.0,1.84,New York,Bachelor,3
54520,48.0,M,93165.0,1.79,Houston,PhD,4
54521,52.0,F,22573.0,1.94,Los Angeles,,2
54522,65.0,F,38535.0,1.63,New York,Bachelor,2
54523,,,65972.0,1.98,,no education,1
54524,72.0,M,24395.0,1.69,Los Angeles,,2
54525,8.0,F,74137.0,1.88,Houston,Bachelor,0
54526,59.0,F,28576.0,1.84,New York,,2
54527,9.0,F,87908.0,1.83,Houston,Master,5
54528,17.0,M,87977.0,1.56,Phoenix,Master,0
54529,90.0,M,25744.0,1.97,Houston,Bachelor,1
54530,,,,1.9,,Bachelors,1
54531,,,,1.94,,mastre,3
54532,43.0,M,29095.0,1.85,Phoenix,Bachelor,0
54533,20.0,F,93489.0,1.93,Los Angeles,Master,0
54534,37.0,F,54194.0,1.88,Houston,Bachelor,4
54535,80.0,F,90714.0,1.73,New York,Bachelor,4
54536,38.0,M,80196.0,1.97,New York,PhD,1
54537,70.0,M,58535.0,1.81,Houston,PhD,5
54538,78.0,F,91284.0,1.8,Chicago,PhD,4
54539,10.0,M,89938.0,1.68,Los Angeles,,5
54540,65.0,F,83745.0,1.74,Chicago,Bachelor,5
54541,46.0,F,60479.0,1.76,Phoenix,,4
54542,21.0,M,36876.0,1.63,Houston,Master,3
54543,93.0,F,86904.0,1.61,Houston,PhD,1
54544,77.0,M,29403.0,1.67,Los Angeles,Master,4
54545,57.0,,65972.0,1.74,,Bachelors,5
54546,31.0,F,22331.0,1.59,Chicago,,3
54547,65.0,F,51702.0,1.92,Phoenix,Bachelor,1
54548,65.0,F,37913.0,1.8,Los Angeles,,4
54549,22.0,M,24241.0,1.55,Houston,Master,3
54550,1.0,F,60262.0,1.88,Houston,Bachelor,3
54551,92.0,M,57047.0,1.78,Phoenix,Master,1
54552,10.0,M,41195.0,1.68,New York,,1
54553,42.0,F,34095.0,1.98,Houston,Master,5
54554,16.0,F,95544.0,1.99,New York,PhD,2
54555,36.0,F,77305.0,1.54,New York,Master,1
54556,76.0,M,55741.0,1.92,Chicago,,3
54557,60.0,M,85444.0,1.51,Chicago,PhD,4
54558,57.0,M,51026.0,1.96,Phoenix,Bachelor,0
54559,64.0,M,37799.0,1.63,New York,Bachelor,3
54560,53.0,F,36656.0,1.87,Houston,PhD,4
54561,35.0,F,58685.0,1.6,Phoenix,Bachelor,4
54562,74.0,M,54469.0,1.53,Chicago,Master,3
54563,12.0,F,50504.0,1.79,New York,PhD,3
54564,32.0,M,76789.0,1.88,Chicago,Master,5
54565,52.0,M,71085.0,1.95,Los Angeles,PhD,2
54566,57.0,,,1.78,,mastre,2
54567,11.0,F,49102.0,1.67,Chicago,,4
54568,53.0,F,96077.0,1.82,Chicago,Master,1
54569,46.0,F,49309.0,1.85,Houston,Bachelor,1
54570,57.0,M,73374.0,1.79,Phoenix,Master,5
54571,53.0,F,70618.0,1.61,Houston,Master,0
54572,45.0,F,85557.0,1.72,Chicago,Master,3
54573,18.0,F,83090.0,1.9,Houston,PhD,3
54574,66.0,F,61673.0,1.52,Los Angeles,Bachelor,4
54575,22.0,M,23347.0,1.82,New York,,0
54576,18.0,M,53988.0,1.91,New York,,0
54577,91.0,M,32557.0,1.51,Phoenix,Master,4
54578,97.0,F,86012.0,1.62,New York,Bachelor,4
54579,50.0,M,25351.0,1.52,Phoenix,PhD,0
54580,14.0,F,90031.0,1.75,Houston,,0
54581,,,65972.0,1.64,,Bachelors,4
54582,,,,1.77,,pHd,3
54583,42.0,F,56719.0,1.96,New York,Bachelor,0
54584,85.0,M,29714.0,1.65,Los Angeles,PhD,3
54585,35.0,F,31400.0,1.75,Houston,PhD,4
54586,,,65972.0,1.52,,Bachelors,4
54587,73.0,M,65031.0,1.76,New York,Bachelor,0
54588,86.0,M,95475.0,1.71,Chicago,Bachelor,5
54589,4.0,M,48593.0,1.56,New York,Master,1
54590,17.0,F,37359.0,1.8,Houston,PhD,4
54591,73.0,F,89811.0,1.71,Los Angeles,Master,3
54592,40.0,M,49726.0,1.52,Chicago,Master,5
54593,72.0,F,67847.0,1.64,New York,PhD,3
54594,34.0,M,62578.0,1.82,Los Angeles,PhD,0
54595,75.0,F,78931.0,1.7,Phoenix,Bachelor,1
54596,100.0,F,78383.0,1.55,New York,Master,0
54597,38.0,M,97755.0,1.72,Chicago,Bachelor,5
54598,25.0,F,51794.0,1.9,New York,Bachelor,4
54599,86.0,M,82196.0,1.56,Houston,,5
54600,96.0,M,90360.0,1.61,Chicago,Bachelor,5
54601,,,,1.73,,pHd,5
54602,95.0,F,39695.0,1.97,Chicago,Master,4
54603,41.0,F,36185.0,1.9,New York,Bachelor,0
54604,59.0,M,59698.0,1.91,Los Angeles,PhD,0
54605,62.0,M,65439.0,1.79,Chicago,,0
54606,53.0,M,62284.0,1.75,Phoenix,Master,1
54607,51.0,M,39084.0,1.7,Phoenix,Master,2
54608,10.0,M,80824.0,1.6,New York,Bachelor,1
54609,,,65972.0,1.62,,pHd,3
54610,31.0,F,31131.0,1.67,Los Angeles,,3
54611,,,65972.0,1.83,,mastre,4
54612,69.0,F,31154.0,1.72,Los Angeles,Master,4
54613,56.0,M,51190.0,1.64,Chicago,Master,1
54614,57.0,,,1.86,,pHd,4
54615,81.0,F,39084.0,1.79,Chicago,PhD,1
54616,44.0,M,71024.0,1.88,New York,,3
54617,3.0,F,37462.0,1.88,Chicago,PhD,0
54618,100.0,F,34449.0,1.67,Los Angeles,Master,1
54619,95.0,M,45555.0,1.99,Houston,PhD,4
54620,5.0,M,68640.0,1.76,Phoenix,PhD,0
54621,91.0,M,92925.0,1.69,Houston,,4
54622,75.0,F,40846.0,1.97,Los Angeles,Master,3
54623,12.0,F,69768.0,1.62,Phoenix,PhD,1
54624,90.0,F,59924.0,1.84,Houston,Bachelor,1
54625,48.0,M,43521.0,1.99,Houston,Master,0
54626,77.0,F,56125.0,1.6,New York,PhD,1
54627,45.0,F,20733.0,1.98,Houston,PhD,0
54628,93.0,F,25390.0,1.67,Chicago,PhD,4
54629,52.0,F,27283.0,1.95,Chicago,,1
54630,96.0,F,39769.0,1.64,Chicago,Master,4
54631,57.0,,,1.52,,no education,1
54632,66.0,M,44618.0,1.91,Houston,,4
54633,25.0,F,94844.0,1.92,Chicago,PhD,5
54634,19.0,M,33769.0,1.62,Houston,PhD,5
54635,27.0,M,96403.0,1.72,Los Angeles,PhD,0
54636,73.0,F,84762.0,1.86,Phoenix,Bachelor,4
54637,90.0,M,56558.0,1.98,Phoenix,PhD,3
54638,84.0,F,20670.0,1.87,Chicago,Bachelor,5
54639,95.0,F,89421.0,1.92,Houston,PhD,5
54640,98.0,F,78129.0,1.87,Chicago,Bachelor,5
54641,47.0,M,92700.0,1.73,Houston,,2
54642,97.0,M,93623.0,1.92,Houston,Master,5
54643,76.0,M,40690.0,1.52,Los Angeles,Bachelor,4
54644,97.0,M,71645.0,1.71,Los Angeles,Bachelor,4
54645,25.0,F,82267.0,1.5,Los Angeles,Bachelor,1
54646,50.0,M,77514.0,1.55,New York,,4
54647,2.0,F,68966.0,1.69,Houston,PhD,3
54648,15.0,F,58716.0,1.86,New York,Bachelor,5
54649,75.0,M,35291.0,1.51,Houston,Master,2
54650,100.0,F,22392.0,1.83,Phoenix,Master,2
54651,37.0,M,52807.0,1.78,Phoenix,,2
54652,12.0,M,84839.0,1.99,Los Angeles,Bachelor,0
54653,20.0,F,83949.0,1.98,Los Angeles,PhD,3
54654,82.0,F,48678.0,1.66,Phoenix,PhD,3
54655,57.0,,,1.88,,mastre,3
54656,4.0,F,75122.0,1.64,Phoenix,Bachelor,5
54657,,,65972.0,1.58,,mastre,2
54658,50.0,M,52458.0,1.74,Houston,Bachelor,3
54659,14.0,M,27270.0,1.6,Phoenix,PhD,3
54660,72.0,F,58853.0,1.65,New York,,5
54661,100.0,M,91007.0,1.59,Phoenix,Bachelor,3
54662,42.0,M,37460.0,1.92,Chicago,PhD,1
54663,86.0,M,83926.0,1.54,Houston,Master,3
54664,30.0,F,50404.0,1.83,Los Angeles,PhD,2
54665,53.0,M,26786.0,1.78,Los Angeles,Master,1
54666,5.0,M,97412.0,1.7,New York,PhD,5
54667,91.0,F,60824.0,1.71,Chicago,,0
54668,68.0,M,57549.0,1.7,Chicago,Bachelor,4
54669,64.0,M,96913.0,1.58,Chicago,,5
54670,69.0,M,30781.0,1.65,Phoenix,,4
54671,6.0,M,92698.0,1.54,Houston,Bachelor,2
54672,57.0,F,21998.0,1.74,Los Angeles,,0
54673,18.0,F,25724.0,1.7,Phoenix,Master,3
54674,1.0,M,63744.0,1.88,Houston,Bachelor,2
54675,86.0,M,45741.0,1.98,Los Angeles,,1
54676,18.0,M,80005.0,1.51,Houston,Bachelor,3
54677,4.0,M,66803.0,1.89,Phoenix,Master,1
54678,,,,1.9,,Bachelors,1
54679,82.0,F,60837.0,1.52,Los Angeles,,4
54680,92.0,F,39104.0,1.96,New York,PhD,3
54681,28.0,M,91127.0,1.5,Houston,Bachelor,1
54682,71.0,F,53380.0,1.81,Los Angeles,PhD,0
54683,71.0,M,27528.0,1.8,New York,PhD,3
54684,13.0,M,25680.0,1.97,Houston,,3
54685,9.0,M,46174.0,1.78,Chicago,Bachelor,3
54686,21.0,F,81325.0,1.96,Houston,PhD,1
54687,2.0,M,99116.0,1.67,Chicago,,3
54688,98.0,M,91623.0,1.56,Phoenix,PhD,4
54689,74.0,M,25048.0,1.94,Phoenix,PhD,0
54690,80.0,F,67101.0,1.57,New York,PhD,1
54691,55.0,M,79606.0,1.99,Chicago,PhD,5
54692,51.0,F,81938.0,1.76,Houston,Bachelor,3
54693,57.0,,,1.86,,mastre,1
54694,55.0,F,61206.0,1.88,Chicago,PhD,1
54695,29.0,F,45044.0,1.65,Phoenix,PhD,0
54696,57.0,F,93009.0,1.95,Phoenix,Master,1
54697,21.0,M,51394.0,1.94,Los Angeles,Bachelor,0
54698,3.0,F,24897.0,1.51,Phoenix,PhD,4
54699,,,,1.59,,mastre,4
54700,57.0,,,1.53,,no education,2
54701,57.0,,,1.54,,pHd,5
54702,29.0,F,57871.0,1.91,New York,Bachelor,5
54703,38.0,F,61062.0,1.91,New York,PhD,2
54704,100.0,M,22897.0,1.54,Los Angeles,Bachelor,4
54705,33.0,F,67773.0,1.78,Phoenix,Master,1
54706,65.0,F,88067.0,1.75,Houston,Master,4
54707,29.0,F,91354.0,1.65,Chicago,Master,1
54708,49.0,F,64035.0,1.87,Chicago,,0
54709,47.0,F,57651.0,1.75,New York,Bachelor,3
54710,54.0,M,31063.0,1.59,Houston,Master,4
54711,62.0,M,89626.0,1.8,Phoenix,Bachelor,0
54712,1.0,M,90502.0,1.83,Chicago,PhD,0
54713,59.0,M,25452.0,1.96,Phoenix,,2
54714,,,65972.0,1.71,,mastre,2
54715,13.0,M,33485.0,1.5,Chicago,Bachelor,1
54716,75.0,M,41967.0,1.7,Chicago,Bachelor,5
54717,81.0,F,31255.0,1.57,Chicago,Bachelor,1
54718,90.0,M,83361.0,1.7,Houston,Bachelor,0
54719,1.0,M,33722.0,1.6,New York,Master,4
54720,45.0,F,68193.0,1.54,Phoenix,PhD,4
54721,52.0,F,45606.0,1.65,New York,PhD,0
54722,85.0,M,60096.0,1.52,Phoenix,PhD,2
54723,42.0,F,87998.0,1.61,New York,,0
54724,57.0,,,1.83,,no education,3
54725,37.0,M,30929.0,1.89,Chicago,Master,5
54726,25.0,M,50138.0,1.76,Phoenix,Bachelor,1
54727,76.0,F,45422.0,1.69,Phoenix,Master,0
54728,53.0,F,71639.0,1.9,Houston,,0
54729,63.0,F,70590.0,1.61,Chicago,,0
54730,62.0,F,22777.0,1.92,Chicago,PhD,3
54731,5.0,M,75800.0,1.97,New York,Master,2
54732,41.0,F,84275.0,1.51,Houston,,3
54733,34.0,F,85441.0,1.53,Los Angeles,PhD,5
54734,51.0,F,52968.0,2.0,New York,Master,0
54735,58.0,F,58382.0,1.67,Chicago,Bachelor,3
54736,26.0,M,58221.0,1.67,Houston,PhD,0
54737,77.0,M,41376.0,1.69,New York,Master,5
54738,32.0,F,62048.0,1.77,Houston,Bachelor,4
54739,10.0,F,55242.0,1.54,Los Angeles,,4
54740,,,65972.0,1.93,,no education,1
54741,33.0,M,80586.0,1.69,New York,Bachelor,2
54742,93.0,F,24632.0,1.55,Chicago,Master,2
54743,77.0,F,56799.0,1.56,Phoenix,PhD,5
54744,1.0,M,99807.0,1.96,Los Angeles,Bachelor,1
54745,76.0,F,75625.0,1.99,Houston,Bachelor,2
54746,96.0,M,66277.0,1.59,Chicago,,0
54747,44.0,M,38464.0,1.6,Los Angeles,,0
54748,35.0,F,35899.0,1.79,Houston,Bachelor,4
54749,55.0,F,60945.0,1.68,Houston,,5
54750,71.0,M,74226.0,1.78,Houston,Master,4
54751,84.0,M,52410.0,1.77,New York,Master,5
54752,69.0,F,99477.0,1.97,Los Angeles,Master,0
54753,64.0,M,29948.0,1.61,Los Angeles,Bachelor,5
54754,96.0,F,23656.0,1.92,New York,PhD,5
54755,31.0,M,37592.0,1.87,Los Angeles,Master,5
54756,92.0,F,98500.0,1.62,Phoenix,Master,2
54757,85.0,M,91628.0,1.95,Los Angeles,,3
54758,7.0,F,50306.0,1.86,Chicago,PhD,3
54759,97.0,F,54592.0,1.73,Los Angeles,PhD,1
54760,46.0,F,24253.0,1.9,Houston,Bachelor,4
54761,67.0,F,59488.0,1.53,Los Angeles,Bachelor,1
54762,57.0,,65972.0,1.94,,no education,3
54763,55.0,M,24850.0,1.96,Chicago,Bachelor,3
54764,,,65972.0,1.89,,Bachelors,3
54765,16.0,M,96751.0,1.85,Houston,Bachelor,1
54766,8.0,F,54534.0,1.57,New York,,4
54767,21.0,M,24248.0,1.58,Phoenix,,4
54768,43.0,M,95221.0,1.55,Houston,Master,4
54769,28.0,F,89224.0,1.61,Phoenix,PhD,1
54770,13.0,F,29581.0,1.75,Houston,,5
54771,18.0,F,87117.0,1.78,Chicago,Master,5
54772,57.0,,65972.0,1.89,,no education,3
54773,23.0,M,75407.0,1.76,New York,Bachelor,2
54774,55.0,M,30453.0,1.77,Phoenix,Master,1
54775,54.0,F,51302.0,1.7,Phoenix,Master,5
54776,17.0,F,41766.0,1.58,Phoenix,Bachelor,4
54777,41.0,M,92631.0,1.71,Los Angeles,,1
54778,35.0,M,61284.0,1.63,Los Angeles,Bachelor,4
54779,64.0,F,98606.0,1.78,Los Angeles,PhD,4
54780,100.0,F,28299.0,1.76,Houston,Master,2
54781,66.0,M,85507.0,1.69,Houston,,3
54782,7.0,M,29086.0,1.75,Houston,Master,1
54783,88.0,F,40830.0,1.78,Los Angeles,Bachelor,4
54784,5.0,M,49031.0,1.97,New York,,3
54785,73.0,M,92113.0,1.78,Chicago,Bachelor,2
54786,42.0,F,72635.0,1.94,Houston,,0
54787,,,65972.0,1.6,,pHd,5
54788,,,65972.0,1.6,,Bachelors,4
54789,40.0,M,57071.0,1.73,Chicago,Master,1
54790,2.0,F,75209.0,1.51,New York,PhD,3
54791,12.0,M,51600.0,1.5,New York,Master,5
54792,100.0,F,84188.0,1.64,New York,PhD,1
54793,,,,1.53,,no education,2
54794,50.0,M,74333.0,1.99,Chicago,Bachelor,0
54795,16.0,F,33573.0,1.68,New York,,2
54796,41.0,F,55486.0,1.57,Phoenix,Bachelor,3
54797,57.0,,65972.0,1.63,,pHd,4
54798,60.0,F,72949.0,1.75,Houston,Bachelor,1
54799,99.0,F,60328.0,1.65,Los Angeles,Bachelor,0
54800,94.0,M,47877.0,1.83,Chicago,Master,5
54801,2.0,F,38418.0,1.79,Houston,PhD,5
54802,6.0,F,96868.0,1.82,New York,PhD,1
54803,4.0,M,20788.0,1.69,Phoenix,Master,2
54804,10.0,F,60523.0,1.68,Los Angeles,,2
54805,75.0,M,62196.0,1.64,Phoenix,PhD,0
54806,86.0,F,73883.0,1.61,Houston,,0
54807,8.0,M,36143.0,1.88,Phoenix,Bachelor,3
54808,5.0,M,21738.0,1.79,Chicago,PhD,4
54809,58.0,M,38319.0,1.77,New York,,1
54810,27.0,M,93165.0,1.86,New York,PhD,4
54811,67.0,F,29066.0,1.56,Chicago,Master,0
54812,65.0,F,32951.0,1.56,New York,Master,0
54813,41.0,M,62959.0,1.53,Phoenix,PhD,5
54814,33.0,F,29613.0,1.59,Houston,PhD,0
54815,51.0,F,76443.0,1.97,Phoenix,PhD,0
54816,57.0,M,57112.0,1.7,Phoenix,Bachelor,1
54817,98.0,M,78673.0,1.93,Los Angeles,Master,0
54818,91.0,F,77081.0,1.83,Los Angeles,PhD,5
54819,30.0,F,22554.0,1.68,Chicago,Bachelor,4
54820,81.0,F,37563.0,1.56,Los Angeles,,1
54821,40.0,F,63324.0,1.53,Phoenix,Master,3
54822,94.0,F,62565.0,1.73,Houston,,1
54823,64.0,F,49311.0,2.0,Los Angeles,PhD,5
54824,37.0,F,47442.0,1.89,Los Angeles,Bachelor,2
54825,32.0,F,26576.0,1.59,Houston,,0
54826,52.0,M,38384.0,1.54,Chicago,Bachelor,4
54827,97.0,M,68949.0,1.81,New York,PhD,2
54828,74.0,M,77882.0,1.66,Phoenix,PhD,0
54829,30.0,F,50196.0,1.61,Phoenix,,4
54830,74.0,M,64662.0,1.79,Houston,Master,3
54831,82.0,M,46950.0,1.85,New York,Master,4
54832,5.0,F,90426.0,1.84,Houston,,0
54833,71.0,M,68390.0,1.59,Houston,Master,5
54834,78.0,M,44032.0,1.72,Los Angeles,PhD,0
54835,36.0,F,31537.0,1.58,Phoenix,PhD,3
54836,14.0,F,57889.0,1.98,New York,Master,2
54837,27.0,M,85602.0,1.81,New York,,0
54838,,,,1.51,,pHd,4
